Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,FM_score,Segment
15497,17,9,8657.39,5,5,5,15,5,Champions
15498,2,44,24882.86,5,5,5,15,5,Champions
15499,723,1,158.65,1,1,1,3,1,Hibernating
15500,8,4,1131.56,5,3,3,11,3,Potential Loyalists
15501,404,2,399.95,2,2,2,6,2,Hibernating
15502,15,10,9060.57,5,5,5,15,5,Champions
15503,362,2,257.3,2,2,1,5,2,Hibernating
15504,81,4,391.45,3,3,2,8,2,About to Sleep
15505,52,5,3497.14,4,4,5,13,4,Loyal Customers
15506,22,6,2030.33,4,4,4,12,4,Loyal Customers
15507,171,1,475.86,3,1,2,6,2,About to Sleep
15508,189,6,1000.27,2,4,3,9,4,At Risk
15509,380,1,152.41,2,1,1,4,1,Hibernating
15510,330,1,250.0,2,1,1,4,1,Hibernating
15511,11,5,900.53,5,4,3,12,4,Champions
15512,155,4,331.58,3,3,2,8,2,About to Sleep
15513,33,35,26103.21,4,5,5,14,5,Loyal Customers
15514,12,17,5272.01,5,5,5,15,5,Champions
15515,387,1,171.81,2,1,1,4,1,Hibernating
15516,44,3,62.43,4,3,1,8,2,Potential Loyalists
15517,233,1,267.03,2,1,1,4,1,Hibernating
15518,64,15,4089.99,3,5,5,13,5,Loyal Customers
15519,383,2,344.61,2,2,2,6,2,Hibernating
15520,1,1,343.5,5,1,2,8,2,Potential Loyalists
15521,40,15,6867.64,4,5,5,14,5,Loyal Customers
15522,32,2,397.99,4,2,2,8,2,Potential Loyalists
15523,84,16,17259.19,3,5,5,13,5,Loyal Customers
15524,24,2,591.4,4,2,2,8,2,Potential Loyalists
15525,2,4,872.82,5,3,3,11,3,Potential Loyalists
15526,33,2,148.44,4,2,1,7,2,Potential Loyalists
15527,18,23,5355.4400000000005,5,5,5,15,5,Champions
15528,254,1,229.33,2,1,1,4,1,Hibernating
15529,22,12,4756.21,4,5,5,14,5,Loyal Customers
15530,21,5,1808.68,4,4,4,12,4,Loyal Customers
15531,8,2,1972.39,5,2,4,11,3,Potential Loyalists
15532,25,10,3671.5,4,5,5,14,5,Loyal Customers
15533,19,3,793.72,5,3,3,11,3,Potential Loyalists
15534,725,1,162.25,1,1,1,3,1,Hibernating
15535,173,6,1031.62,3,4,3,10,4,Loyal Customers
15536,409,1,259.09,1,1,1,3,1,Hibernating
15537,163,1,110.92,3,1,1,5,1,About to Sleep
15538,537,6,3358.4,1,4,5,10,4,At Risk
15539,7,1,538.46,5,1,2,8,2,Potential Loyalists
15540,11,2,460.68,5,2,2,9,2,Potential Loyalists
15541,114,1,85.13000000000001,3,1,1,5,1,About to Sleep
15542,512,3,833.16,1,3,3,7,3,At Risk
15543,288,2,242.26,2,2,1,5,2,Hibernating
15544,9,20,7793.04,5,5,5,15,5,Champions
15545,54,2,288.96999999999997,4,2,2,8,2,Potential Loyalists
15546,606,1,539.5500000000001,1,1,2,4,2,Hibernating
15547,7,26,9991.7,5,5,5,15,5,Champions
15548,595,1,158.09,1,1,1,3,1,Hibernating
15549,77,8,2292.91,3,4,4,11,4,Loyal Customers
15550,4,12,1994.6,5,5,4,14,4,Champions
15551,36,5,1629.01,4,4,4,12,4,Loyal Customers
15552,217,2,252.52,2,2,1,5,2,Hibernating
15553,60,1,428.93,3,1,2,6,2,About to Sleep
15554,277,1,217.2,2,1,1,4,1,Hibernating
15555,12,36,11001.88,5,5,5,15,5,Champions
15556,24,1,279.77,4,1,1,6,1,Promising
15557,28,1,468.91,4,1,2,7,2,Potential Loyalists
15558,639,1,131.88,1,1,1,3,1,Hibernating
15559,568,1,1109.4,1,1,3,5,2,Hibernating
15560,397,2,153.52,2,2,1,5,2,Hibernating
15561,11,8,1866.4399999999998,5,4,4,13,4,Champions
15562,351,3,671.4300000000001,2,3,3,8,3,At Risk
15563,22,6,2815.42,4,4,4,12,4,Loyal Customers
15564,463,2,70.74000000000001,1,2,1,4,2,Hibernating
15565,50,2,173.16000000000003,4,2,1,7,2,Potential Loyalists
15566,392,2,227.87,2,2,1,5,2,Hibernating
15567,18,1,186.01,5,1,1,7,1,New Customers
15568,2,3,758.29,5,3,3,11,3,Potential Loyalists
15569,103,10,3583.45,3,5,5,13,5,Loyal Customers
15570,7,25,8705.79,5,5,5,15,5,Champions
15571,11,14,3892.35,5,5,5,15,5,Champions
15572,4,10,3965.2,5,5,5,15,5,Champions
15573,31,5,1180.47,4,4,3,11,4,Loyal Customers
15574,177,6,1101.44,3,4,3,10,4,Loyal Customers
15575,619,1,30.1,1,1,1,3,1,Hibernating
15576,37,1,921.37,4,1,3,8,2,Potential Loyalists
15577,151,5,396.03,3,4,2,9,3,Need Attention
15578,162,1,127.1,3,1,1,5,1,About to Sleep
15579,68,5,1215.38,3,4,4,11,4,Loyal Customers
15580,376,8,1295.44,2,4,4,10,4,At Risk
15581,156,34,4385.46,3,5,5,13,5,Loyal Customers
15582,24,3,682.9100000000001,4,3,3,10,3,Potential Loyalists
15583,376,1,95.96,2,1,1,4,1,Hibernating
15584,23,6,1266.95,4,4,4,12,4,Loyal Customers
15585,176,1,455.3,3,1,2,6,2,About to Sleep
15586,592,3,1139.1,1,3,3,7,3,At Risk
15587,50,7,1522.08,4,4,4,12,4,Loyal Customers
15588,677,1,579.6,1,1,2,4,2,Hibernating
15589,255,3,456.58,2,3,2,7,2,Hibernating
15590,382,5,1496.6,2,4,4,10,4,At Risk
15591,582,3,217.9,1,3,1,5,2,Hibernating
15592,46,1,388.58,4,1,2,7,2,Potential Loyalists
15593,70,1,199.8,3,1,1,5,1,About to Sleep
15594,15,5,1771.78,5,4,4,13,4,Champions
15595,487,1,357.59999999999997,1,1,2,4,2,Hibernating
15596,214,8,2659.52,2,5,4,11,4,At Risk
15597,35,2,563.37,4,2,2,8,2,Potential Loyalists
15598,53,2,548.02,4,2,2,8,2,Potential Loyalists
15599,26,3,1250.06,4,3,4,11,4,Loyal Customers
15600,428,4,1186.56,1,3,3,7,3,At Risk
15601,11,30,14179.24,5,5,5,15,5,Champions
15602,8,15,3005.21,5,5,5,15,5,Champions
15603,78,2,88.48,3,2,1,6,2,About to Sleep
15604,52,1,216.39,4,1,1,6,1,Promising
15605,36,9,1741.95,4,5,4,13,4,Loyal Customers
15606,61,17,5211.19,3,5,5,13,5,Loyal Customers
15607,336,9,1649.57,2,5,4,11,4,At Risk
15608,28,5,1785.98,4,4,4,12,4,Loyal Customers
15609,184,1,270.03000000000003,3,1,1,5,1,About to Sleep
15610,51,1,112.46000000000001,4,1,1,6,1,Promising
15611,9,24,2865.88,5,5,5,15,5,Champions
15612,36,2,195.15,4,2,1,7,2,Potential Loyalists
15613,610,1,433.71999999999997,1,1,2,4,2,Hibernating
15614,437,4,3028.56,1,3,5,9,4,At Risk
15615,10,47,21357.02,5,5,5,15,5,Champions
15616,438,1,317.11,1,1,2,4,2,Hibernating
15617,396,3,828.5500000000001,2,3,3,8,3,At Risk
15618,32,4,756.93,4,3,3,10,3,Potential Loyalists
15619,10,1,336.4,5,1,2,8,2,Potential Loyalists
15620,56,4,1927.36,4,3,4,11,4,Loyal Customers
15621,4,4,1214.07,5,3,4,12,4,Champions
15622,43,17,7416.61,4,5,5,14,5,Loyal Customers
15623,141,8,2437.05,3,5,4,12,4,Loyal Customers
15624,116,4,588.13,3,3,2,8,2,About to Sleep
15625,103,9,3221.4,3,5,5,13,5,Loyal Customers
15626,74,3,1052.67,3,3,3,9,3,Need Attention
15627,457,2,566.9,1,2,2,5,2,Hibernating
15628,4,17,5302.63,5,5,5,15,5,Champions
15629,450,4,2240.9,1,3,4,8,4,At Risk
15630,45,3,1481.4,4,3,4,11,4,Loyal Customers
15631,642,1,596.67,1,1,3,5,2,Hibernating
15632,15,8,3170.11,5,5,5,15,5,Champions
15633,509,13,4306.26,1,5,5,11,5,Can't Lose Them
15634,17,2,554.65,5,2,2,9,2,Potential Loyalists
15635,395,1,100.35,2,1,1,4,1,Hibernating
15636,89,4,1444.58,3,3,4,10,4,Loyal Customers
15637,52,5,797.59,4,4,3,11,4,Loyal Customers
15638,378,6,2265.2,2,4,4,10,4,At Risk
15639,134,3,1047.68,3,3,3,9,3,Need Attention
15640,4,29,23440.01,5,5,5,15,5,Champions
15641,105,12,5345.55,3,5,5,13,5,Loyal Customers
15642,729,1,105.78,1,1,1,3,1,Hibernating
15643,191,3,664.0,2,3,3,8,3,At Risk
15644,166,4,803.54,3,3,3,9,3,Need Attention
15645,18,3,1042.15,5,3,3,11,3,Potential Loyalists
15646,157,5,762.3100000000001,3,4,3,10,4,Loyal Customers
15647,415,1,169.0,1,1,1,3,1,Hibernating
15648,204,2,588.5,2,2,2,6,2,Hibernating
15649,336,4,1660.35,2,3,4,9,4,At Risk
15650,521,2,539.03,1,2,2,5,2,Hibernating
15651,36,5,1259.06,4,4,4,12,4,Loyal Customers
15652,91,5,1397.44,3,4,4,11,4,Loyal Customers
15653,92,2,877.44,3,2,3,8,2,About to Sleep
15654,9,2,922.53,5,2,3,10,2,Potential Loyalists
15655,243,1,521.27,2,1,2,5,2,Hibernating
15656,45,4,748.5,4,3,3,10,3,Potential Loyalists
15657,22,1,30.0,4,1,1,6,1,Promising
15658,190,7,2066.04,2,4,4,10,4,At Risk
15659,43,3,532.49,4,3,2,9,2,Potential Loyalists
15660,25,15,2564.09,4,5,4,13,4,Loyal Customers
15661,317,8,1215.95,2,5,4,11,4,At Risk
15662,661,2,283.73,1,2,2,5,2,Hibernating
15663,106,1,138.14,3,1,1,5,1,About to Sleep
15664,50,4,1203.73,4,3,4,11,4,Loyal Customers
15665,168,5,3987.07,3,4,5,12,4,Loyal Customers
15666,472,2,632.94,1,2,3,6,2,Hibernating
15667,39,1,301.32,4,1,2,7,2,Potential Loyalists
15668,217,1,76.32000000000001,2,1,1,4,1,Hibernating
15669,40,4,684.34,4,3,3,10,3,Potential Loyalists
15670,296,2,325.2,2,2,2,6,2,Hibernating
15671,18,7,2657.13,5,4,4,13,4,Champions
15672,725,1,45.300000000000004,1,1,1,3,1,Hibernating
15673,88,9,6204.32,3,5,5,13,5,Loyal Customers
15674,73,12,6245.65,3,5,5,13,5,Loyal Customers
15675,81,4,542.04,3,3,2,8,2,About to Sleep
15676,18,3,3365.56,5,3,5,13,4,Champions
15677,49,3,1305.6299999999999,4,3,4,11,4,Loyal Customers
15678,52,3,1825.94,4,3,4,11,4,Loyal Customers
15679,24,4,781.28,4,3,3,10,3,Potential Loyalists
15680,9,10,4010.99,5,5,5,15,5,Champions
15681,28,13,2480.2,4,5,4,13,4,Loyal Customers
15682,599,2,318.24,1,2,2,5,2,Hibernating
15683,117,2,524.54,3,2,2,7,2,About to Sleep
15684,547,2,164.04999999999998,1,2,1,4,2,Hibernating
15685,450,1,55.980000000000004,1,1,1,3,1,Hibernating
15686,420,1,90.0,1,1,1,3,1,Hibernating
15687,8,9,2993.1,5,5,5,15,5,Champions
15688,418,1,190.57,1,1,1,3,1,Hibernating
15689,119,3,521.03,3,3,2,8,2,About to Sleep
15690,4,2,239.76,5,2,1,8,2,Potential Loyalists
15691,252,4,511.8,2,3,2,7,2,Hibernating
15692,28,1,191.04,4,1,1,6,1,Promising
15693,659,1,37.5,1,1,1,3,1,Hibernating
15694,0,23,9907.68,5,5,5,15,5,Champions
15695,266,4,1131.04,2,3,3,8,3,At Risk
15696,33,12,3796.92,4,5,5,14,5,Loyal Customers
15697,689,1,246.75,1,1,1,3,1,Hibernating
15698,624,1,46.2,1,1,1,3,1,Hibernating
15699,17,1,309.65,5,1,2,8,2,Potential Loyalists
15700,172,2,684.43,3,2,3,8,2,About to Sleep
15701,2,4,1529.0,5,3,4,12,4,Champions
15702,476,1,112.57,1,1,1,3,1,Hibernating
15703,264,1,211.5,2,1,1,4,1,Hibernating
15704,140,6,3663.86,3,4,5,12,4,Loyal Customers
15705,201,1,143.1,2,1,1,4,1,Hibernating
15706,63,4,1017.26,3,3,3,9,3,Need Attention
15707,35,4,916.98,4,3,3,10,3,Potential Loyalists
15708,40,9,3856.6,4,5,5,14,5,Loyal Customers
15709,283,2,327.85,2,2,2,6,2,Hibernating
15710,417,1,898.87,1,1,3,5,2,Hibernating
15711,556,2,420.25,1,2,2,5,2,Hibernating
15712,9,12,3472.41,5,5,5,15,5,Champions
15713,143,4,824.79,3,4,3,10,4,Loyal Customers
15714,11,5,783.96,5,4,3,12,4,Champions
15715,555,5,658.02,1,4,3,8,4,At Risk
15716,145,11,2482.7400000000002,3,5,4,12,4,Loyal Customers
15717,234,5,607.0,2,4,3,9,4,At Risk
15718,540,1,293.79,1,1,2,4,2,Hibernating
15719,32,31,10130.42,4,5,5,14,5,Loyal Customers
15720,24,2,739.22,4,2,3,9,2,Potential Loyalists
15721,11,1,471.40000000000003,5,1,2,8,2,Potential Loyalists
15722,35,11,5183.0,4,5,5,14,5,Loyal Customers
15723,364,4,930.7,2,4,3,9,4,At Risk
15724,201,3,310.85,2,3,2,7,2,Hibernating
15725,15,1,415.25,5,1,2,8,2,Potential Loyalists
15726,390,1,321.91,2,1,2,5,2,Hibernating
15727,16,15,9371.71,5,5,5,15,5,Champions
15728,379,2,544.6,2,2,2,6,2,Hibernating
15729,212,3,154.70000000000002,2,3,1,6,2,Hibernating
15730,65,5,1726.58,3,4,4,11,4,Loyal Customers
15731,553,1,125.3,1,1,1,3,1,Hibernating
15732,212,10,1499.42,2,5,4,11,4,At Risk
15733,282,1,162.3,2,1,1,4,1,Hibernating
15734,114,4,2263.3,3,4,4,11,4,Loyal Customers
15735,421,1,327.68,1,1,2,4,2,Hibernating
15736,435,2,1750.12,1,2,4,7,3,At Risk
15737,14,6,1139.12,5,4,3,12,4,Champions
15738,18,41,13030.12,5,5,5,15,5,Champions
15739,66,1,449.12,3,1,2,6,2,About to Sleep
15740,49,1,154.88,4,1,1,6,1,Promising
15741,458,2,208.62,1,2,1,4,2,Hibernating
15742,619,1,156.87,1,1,1,3,1,Hibernating
15743,16,4,775.96,5,4,3,12,4,Champions
15744,77,1,34.8,3,1,1,5,1,About to Sleep
15745,19,4,1094.59,5,4,3,12,4,Champions
15746,134,1,182.96,3,1,1,5,1,About to Sleep
15747,12,9,2499.81,5,5,4,14,4,Champions
15748,40,3,609.81,4,3,3,10,3,Potential Loyalists
15749,235,3,24850.9,2,3,5,10,4,At Risk
15750,2,18,6422.6900000000005,5,5,5,15,5,Champions
15751,460,9,1326.79,1,5,4,10,4,At Risk
15752,39,9,3924.91,4,5,5,14,5,Loyal Customers
15753,304,1,79.2,2,1,1,4,1,Hibernating
15754,51,9,3007.71,4,5,5,14,5,Loyal Customers
15755,10,17,5993.12,5,5,5,15,5,Champions
15756,61,4,528.01,3,4,2,9,3,Need Attention
15757,65,6,2940.36,3,4,5,12,4,Loyal Customers
15758,24,1,205.25,4,1,1,6,1,Promising
15759,218,7,830.9300000000001,2,4,3,9,4,At Risk
15761,442,1,143.05,1,1,1,3,1,Hibernating
15762,65,2,583.75,3,2,2,7,2,About to Sleep
15763,31,2,1061.42,4,2,3,9,2,Potential Loyalists
15764,107,7,4499.73,3,4,5,12,4,Loyal Customers
15765,666,1,370.63,1,1,2,4,2,Hibernating
15766,64,3,831.0600000000001,3,3,3,9,3,Need Attention
15768,115,34,15308.89,3,5,5,13,5,Loyal Customers
15769,7,44,84183.52,5,5,5,15,5,Champions
15770,612,1,321.45,1,1,2,4,2,Hibernating
15771,604,3,1006.54,1,3,3,7,3,At Risk
15772,418,1,280.88,1,1,1,3,1,Hibernating
15773,5,2,774.52,5,2,3,10,2,Potential Loyalists
15774,68,6,1287.09,3,4,4,11,4,Loyal Customers
15775,245,2,150.5,2,2,1,5,2,Hibernating
15776,133,1,241.62,3,1,1,5,1,About to Sleep
15777,241,7,1762.61,2,4,4,10,4,At Risk
15778,431,1,307.95,1,1,2,4,2,Hibernating
15779,463,2,124.08000000000001,1,2,1,4,2,Hibernating
15780,183,3,475.28000000000003,3,3,2,8,2,About to Sleep
15781,25,3,345.46,4,3,2,9,2,Potential Loyalists
15782,9,4,4014.1,5,4,5,14,4,Champions
15783,10,1,246.3,5,1,1,7,1,New Customers
15784,467,2,848.33,1,2,3,6,2,Hibernating
15785,32,16,5969.93,4,5,5,14,5,Loyal Customers
15786,46,5,8457.6,4,4,5,13,4,Loyal Customers
15787,26,3,933.26,4,3,3,10,3,Potential Loyalists
15788,508,1,221.83,1,1,1,3,1,Hibernating
15789,358,6,1932.01,2,4,4,10,4,At Risk
15790,10,1,218.75,5,1,1,7,1,New Customers
15791,43,5,3608.34,4,4,5,13,4,Loyal Customers
15792,399,2,933.84,2,2,3,7,2,Hibernating
15793,14,8,2382.92,5,5,4,14,4,Champions
15794,736,2,777.0,1,2,3,6,2,Hibernating
15795,149,8,1979.8700000000001,3,5,4,12,4,Loyal Customers
15796,1,17,5152.7300000000005,5,5,5,15,5,Champions
15797,113,5,2806.08,3,4,4,11,4,Loyal Customers
15798,492,3,1535.37,1,3,4,8,4,At Risk
15799,75,4,1421.34,3,4,4,11,4,Loyal Customers
15800,107,7,1227.07,3,4,4,11,4,Loyal Customers
15801,46,3,1063.95,4,3,3,10,3,Potential Loyalists
15803,51,4,1929.66,4,4,4,12,4,Loyal Customers
15804,0,13,3878.33,5,5,5,15,5,Champions
15805,23,30,10125.53,4,5,5,14,5,Loyal Customers
15806,46,3,784.58,4,3,3,10,3,Potential Loyalists
15807,50,5,1817.52,4,4,4,12,4,Loyal Customers
15808,306,21,17125.8,2,5,5,12,5,Can't Lose Them
15809,184,6,862.88,3,4,3,10,4,Loyal Customers
15810,170,7,2934.8,3,4,5,12,4,Loyal Customers
15811,22,7,3382.05,4,4,5,13,4,Loyal Customers
15812,107,12,5201.47,3,5,5,13,5,Loyal Customers
15813,207,2,1303.9099999999999,2,2,4,8,3,At Risk
15814,16,6,2634.44,5,4,4,13,4,Champions
15815,63,5,2100.6,3,4,4,11,4,Loyal Customers
15816,542,2,93.3,1,2,1,4,2,Hibernating
15817,420,3,2766.4,1,3,4,8,4,At Risk
15818,588,1,340.5,1,1,2,4,2,Hibernating
15819,49,10,3934.79,4,5,5,14,5,Loyal Customers
15820,319,1,206.98,2,1,1,4,1,Hibernating
15821,44,2,570.96,4,2,2,8,2,Potential Loyalists
15822,3,6,1840.06,5,4,4,13,4,Champions
15823,729,2,3368.21,1,2,5,8,4,At Risk
15824,453,2,890.94,1,2,3,6,2,Hibernating
15825,172,1,532.94,3,1,2,6,2,About to Sleep
15826,56,4,2588.08,4,4,4,12,4,Loyal Customers
15827,73,27,3339.29,3,5,5,13,5,Loyal Customers
15828,375,1,1108.82,2,1,3,6,2,Hibernating
15829,99,2,636.14,3,2,3,8,2,About to Sleep
15830,37,1,556.2,4,1,2,7,2,Potential Loyalists
15831,58,3,794.64,4,3,3,10,3,Potential Loyalists
15832,254,1,836.79,2,1,3,6,2,Hibernating
15833,737,1,80.4,1,1,1,3,1,Hibernating
15834,70,7,3616.99,3,4,5,12,4,Loyal Customers
15835,44,4,954.09,4,4,3,11,4,Loyal Customers
15836,50,1,117.47,4,1,1,6,1,Promising
15837,64,2,777.01,3,2,3,8,2,About to Sleep
15838,11,34,73205.5,5,5,5,15,5,Champions
15839,33,3,1036.59,4,3,3,10,3,Potential Loyalists
15840,58,2,355.56,4,2,2,8,2,Potential Loyalists
15841,72,9,2732.45,3,5,4,12,4,Loyal Customers
15842,393,2,548.8,2,2,2,6,2,Hibernating
15843,303,1,118.95,2,1,1,4,1,Hibernating
15844,46,1,130.73999999999998,4,1,1,6,1,Promising
15845,17,11,4389.2,5,5,5,15,5,Champions
15846,385,1,107.01,2,1,1,4,1,Hibernating
15847,38,5,822.57,4,4,3,11,4,Loyal Customers
15848,621,1,137.99,1,1,1,3,1,Hibernating
15850,19,6,1006.75,5,4,3,12,4,Champions
15851,526,1,109.73,1,1,1,3,1,Hibernating
15852,186,3,257.26,3,3,1,7,2,About to Sleep
15853,51,1,110.8,4,1,1,6,1,Promising
15854,4,21,5578.28,5,5,5,15,5,Champions
15855,136,6,1052.72,3,4,3,10,4,Loyal Customers
15856,4,52,32114.34,5,5,5,15,5,Champions
15857,18,2,570.48,5,2,2,9,2,Potential Loyalists
15858,15,13,3526.91,5,5,5,15,5,Champions
15859,432,1,438.46,1,1,2,4,2,Hibernating
15860,40,17,2358.8,4,5,4,13,4,Loyal Customers
15861,12,11,4195.9,5,5,5,15,5,Champions
15862,8,13,2507.14,5,5,4,14,4,Champions
15863,25,5,355.1,4,4,2,10,3,Potential Loyalists
15864,22,7,2028.12,4,4,4,12,4,Loyal Customers
15865,40,5,2241.42,4,4,4,12,4,Loyal Customers
15866,101,1,211.89,3,1,1,5,1,About to Sleep
15867,5,31,8823.97,5,5,5,15,5,Champions
15868,583,1,94.53,1,1,1,3,1,Hibernating
15869,277,3,321.11,2,3,2,7,2,Hibernating
15870,32,4,857.46,4,4,3,11,4,Loyal Customers
15871,437,1,33.099999999999994,1,1,1,3,1,Hibernating
15872,14,4,729.25,5,4,3,12,4,Champions
15873,499,3,138.24,1,3,1,5,2,Hibernating
15874,63,21,11268.86,3,5,5,13,5,Loyal Customers
15875,646,1,108.52,1,1,1,3,1,Hibernating
15876,409,2,1449.14,1,2,4,7,3,At Risk
15877,1,2,437.83,5,2,2,9,2,Potential Loyalists
15878,561,2,330.77,1,2,2,5,2,Hibernating
15879,404,4,1137.8,2,4,3,9,4,At Risk
15880,369,1,299.03000000000003,2,1,2,5,2,Hibernating
15881,312,3,438.24,2,3,2,7,2,Hibernating
15882,198,8,1101.38,2,5,3,10,4,At Risk
15883,2,2,396.48,5,2,2,9,2,Potential Loyalists
15884,432,2,244.60000000000002,1,2,1,4,2,Hibernating
15885,93,12,1726.82,3,5,4,12,4,Loyal Customers
15886,60,4,1052.8700000000001,3,4,3,10,4,Loyal Customers
15887,406,3,1027.15,2,3,3,8,3,At Risk
15888,80,3,396.45,3,3,2,8,2,About to Sleep
15889,156,8,1396.6,3,5,4,12,4,Loyal Customers
15890,394,5,535.65,2,4,2,8,3,At Risk
15891,226,1,509.13,2,1,2,5,2,Hibernating
15892,669,1,128.2,1,1,1,3,1,Hibernating
15893,481,1,305.28000000000003,1,1,2,4,2,Hibernating
15894,253,2,257.6,2,2,1,5,2,Hibernating
15895,149,1,179.17,3,1,1,5,1,About to Sleep
15897,194,2,208.59,2,2,1,5,2,Hibernating
15898,1,25,4979.95,5,5,5,15,5,Champions
15899,368,1,56.25,2,1,1,4,1,Hibernating
15900,23,4,876.67,4,4,3,11,4,Loyal Customers
15901,16,6,667.89,5,4,3,12,4,Champions
15902,380,1,145.01,2,1,1,4,1,Hibernating
15903,9,11,8900.04,5,5,5,15,5,Champions
15904,8,1,164.68,5,1,1,7,1,New Customers
15905,543,1,114.69,1,1,1,3,1,Hibernating
15906,19,10,2457.39,5,5,4,14,4,Champions
15907,3,3,881.87,5,3,3,11,3,Potential Loyalists
15908,490,2,758.62,1,2,3,6,2,Hibernating
15909,173,1,191.94,3,1,1,5,1,About to Sleep
15910,0,15,2661.17,5,5,4,14,4,Champions
15911,623,8,1683.79,1,5,4,10,4,At Risk
15912,178,9,1074.7,3,5,3,11,4,Loyal Customers
15913,534,1,6.300000000000001,1,1,1,3,1,Hibernating
15914,378,2,205.99,2,2,1,5,2,Hibernating
15915,401,1,364.24,2,1,2,5,2,Hibernating
15916,16,13,3105.14,5,5,5,15,5,Champions
15917,247,5,530.17,2,4,2,8,3,At Risk
15918,190,3,582.88,2,3,2,7,2,Hibernating
15919,19,2,525.69,5,2,2,9,2,Potential Loyalists
15920,154,8,565.19,3,5,2,10,4,Loyal Customers
15921,172,4,765.61,3,4,3,10,4,Loyal Customers
15922,373,1,369.5,2,1,2,5,2,Hibernating
15923,372,1,127.08,2,1,1,4,1,Hibernating
15924,731,1,102.82,1,1,1,3,1,Hibernating
15925,194,1,207.15,2,1,1,4,1,Hibernating
15926,542,1,134.44,1,1,1,3,1,Hibernating
15927,647,1,106.54,1,1,1,3,1,Hibernating
15928,656,1,293.53,1,1,2,4,2,Hibernating
15929,644,1,594.0,1,1,2,4,2,Hibernating
15930,67,1,426.63,3,1,2,6,2,About to Sleep
15931,428,1,239.9,1,1,1,3,1,Hibernating
15932,4,8,2495.87,5,5,4,14,4,Champions
15933,21,3,1107.46,4,3,3,10,3,Potential Loyalists
15934,417,2,2190.66,1,2,4,7,3,At Risk
15935,239,1,103.0,2,1,1,4,1,Hibernating
15936,379,2,282.79,2,2,2,6,2,Hibernating
15937,64,1,145.35,3,1,1,5,1,About to Sleep
15938,112,9,734.81,3,5,3,11,4,Loyal Customers
15939,89,15,9004.84,3,5,5,13,5,Loyal Customers
15940,311,1,35.8,2,1,1,4,1,Hibernating
15941,637,1,405.0,1,1,2,4,2,Hibernating
15942,133,1,337.44,3,1,2,6,2,About to Sleep
15943,649,2,271.28999999999996,1,2,1,4,2,Hibernating
15944,276,4,2164.24,2,4,4,10,4,At Risk
15945,365,4,646.27,2,4,3,9,4,At Risk
15946,502,3,2304.18,1,3,4,8,4,At Risk
15947,82,1,1708.24,3,1,4,8,2,About to Sleep
15948,8,3,1509.09,5,3,4,12,4,Champions
15949,16,2,364.72,5,2,2,9,2,Potential Loyalists
15950,31,10,7067.26,4,5,5,14,5,Loyal Customers
15951,8,3,1013.1700000000001,5,3,3,11,3,Potential Loyalists
15952,33,4,781.91,4,4,3,11,4,Loyal Customers
15953,15,17,3310.39,5,5,5,15,5,Champions
15954,589,1,187.8,1,1,1,3,1,Hibernating
15955,24,22,8069.4800000000005,4,5,5,14,5,Loyal Customers
15956,551,2,617.6,1,2,3,6,2,Hibernating
15957,31,3,921.25,4,3,3,10,3,Potential Loyalists
15958,74,4,462.12,3,4,2,9,3,Need Attention
15959,682,3,542.89,1,3,2,6,2,Hibernating
15960,374,4,410.95,2,4,2,8,3,At Risk
15961,379,1,451.28999999999996,2,1,2,5,2,Hibernating
15962,449,1,289.48,1,1,2,4,2,Hibernating
15963,19,2,470.76,5,2,2,9,2,Potential Loyalists
15964,663,1,269.21000000000004,1,1,1,3,1,Hibernating
15965,17,13,2760.14,5,5,4,14,4,Champions
15966,450,1,411.68,1,1,2,4,2,Hibernating
15967,23,12,2943.6,4,5,5,14,5,Loyal Customers
15968,388,1,401.8,2,1,2,5,2,Hibernating
15969,2,5,1043.85,5,4,3,12,4,Champions
15970,303,2,1017.3199999999999,2,2,3,7,2,Hibernating
15971,17,18,5897.88,5,5,5,15,5,Champions
15972,456,5,1769.33,1,4,4,9,4,At Risk
15973,366,2,468.52,2,2,2,6,2,Hibernating
15974,39,7,3429.55,4,4,5,13,4,Loyal Customers
15975,84,1,371.01,3,1,2,6,2,About to Sleep
15976,165,6,1680.31,3,4,4,11,4,Loyal Customers
15977,17,2,1054.73,5,2,3,10,2,Potential Loyalists
15978,77,3,3279.42,3,3,5,11,4,Loyal Customers
15979,602,1,329.21999999999997,1,1,2,4,2,Hibernating
15980,88,7,6513.68,3,4,5,12,4,Loyal Customers
15981,24,21,9289.869999999999,4,5,5,14,5,Loyal Customers
15982,605,1,324.51,1,1,2,4,2,Hibernating
15983,22,8,3110.37,4,5,5,14,5,Loyal Customers
15984,2,30,8373.97,5,5,5,15,5,Champions
15985,123,7,2610.28,3,4,4,11,4,Loyal Customers
15986,30,2,354.42,4,2,2,8,2,Potential Loyalists
15987,12,8,1535.99,5,5,4,14,4,Champions
15988,19,3,736.39,5,3,3,11,3,Potential Loyalists
15989,375,2,368.31,2,2,2,6,2,Hibernating
15990,44,7,1997.75,4,4,4,12,4,Loyal Customers
15991,534,1,150.55,1,1,1,3,1,Hibernating
15992,3,3,896.6,5,3,3,11,3,Potential Loyalists
15993,8,7,2740.52,5,4,4,13,4,Champions
15994,54,3,1175.68,4,3,3,10,3,Potential Loyalists
